crash_numb,city_town_name,crash_date,crash_severity_descr,crash_status,crash_time_2,year,max_injr_svrty_cl,numb_vehc,polc_agncy_type_descr,sptroop,age_drvr_oldest,crash_hour,first_hrmf_event_descr,ambnt_light_descr,manr_coll_descr,road_surf_cond_descr,numb_fatal_injr,weath_cond_descr,hit_run_descr,most_hrmfl_evt_cl,speed_limit,lat,lon
5145723,CAMBRIDGE,08/31/2022,Property damage only (none injured),Open,22:37:00,2022,No Apparent Injury (O),1,Local police,NA,21-24,10:00PM to 10:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.36485117,-71.1028078
5145726,CAMBRIDGE,08/18/2022,Non-fatal injury,Open,10:54:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39133187,-71.1233225
5145728,CAMBRIDGE,08/21/2022,Non-fatal injury,Open,18:29:00,2022,Suspected Minor Injury (B),1,Local police,NA,35-44,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,Single vehicle crash,Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.37291252,-71.09448791
5145730,CAMBRIDGE,08/22/2022,Non-fatal injury,Open,18:48:00,2022,Suspected Minor Injury (B),1,Local police,NA,45-54,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Head-on,Wet,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39179606,-71.12383591
5145763,CAMBRIDGE,08/28/2022,Non-fatal injury,Open,23:20:00,2022,Suspected Minor Injury (B),1,Local police,NA,NA,11:00PM to 11:59PM,Collision with pedestrian,Dark - lighted roadway,Single vehicle crash,Dry,0,Clear,"Yes, hit and run",V1:(Collision with pedestrian),25,42.37004944,-71.10692024
5145769,CAMBRIDGE,08/19/2022,Non-fatal injury,Open,19:53:00,2022,Suspected Minor Injury (B),1,Local police,NA,45-54,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.38937429,-71.12006288
5145777,CAMBRIDGE,08/23/2022,Non-fatal injury,Open,19:03:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Wet,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.37216003,-71.12050842
5149259,CAMBRIDGE,09/09/2022,Non-fatal injury,Open,21:41:00,2022,Suspected Minor Injury (B),1,Local police,NA,45-54,09:00PM to 09:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Angle,Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36480689,-71.08932899
5149284,CAMBRIDGE,09/01/2022,Property damage only (none injured),Open,17:43:00,2022,No Apparent Injury (O),3,Local police,NA,75-84,05:00PM to 05:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear/Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car)) / V2:(Other non-collision) / V3:(Unknown)",25,42.39025253,-71.12105691
5149288,CAMBRIDGE,09/01/2022,Non-fatal injury,Open,07:54:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,07:00AM to 07:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.38916217,-71.14599829
5157861,CAMBRIDGE,09/12/2022,Non-fatal injury,Open,12:00:00,2022,Possible Injury (C),1,State police,H,35-44,12:00PM to 12:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.3698162,-71.12245395
5161314,CAMBRIDGE,10/02/2022,Non-fatal injury,Open,19:54:00,2022,Suspected Minor Injury (B),1,Local police,NA,21-24,07:00PM to 07:59PM,Collision with pedestrian,Dark - roadway not lighted,Single vehicle crash,Dry,0,Clear/Unknown,No hit and run,V1:(Collision with pedestrian),25,42.36517257,-71.10334264
5161725,CAMBRIDGE,09/27/2022,Non-fatal injury,Open,15:57:00,2022,Possible Injury (C),1,Local police,NA,75-84,03:00PM to 03:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.37322957,-71.10556491
5161738,CAMBRIDGE,09/21/2022,Non-fatal injury,Open,16:33:00,2022,Suspected Minor Injury (B),1,Local police,NA,45-54,04:00PM to 04:59PM,Collision with motor vehicle in traffic,Daylight,Unknown,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.38625829,-71.11918247
5161752,CAMBRIDGE,10/06/2022,Non-fatal injury,Open,18:51:00,2022,Suspected Serious Injury (A),1,Local police,NA,25-34,06:00PM to 06:59PM,Collision with pedestrian,Dark - roadway not lighted,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),20,42.36517988,-71.11502915
5161757,CAMBRIDGE,09/19/2022,Non-fatal injury,Open,22:13:00,2022,Suspected Serious Injury (A),1,Local police,NA,35-44,10:00PM to 10:59PM,Collision with pedestrian,Dusk,Angle,Wet,0,Rain,No hit and run,V1:(Collision with pedestrian),25,42.38241027,-71.13102331
5161772,CAMBRIDGE,10/06/2022,Non-fatal injury,Open,09:17:00,2022,Suspected Minor Injury (B),1,Local police,NA,45-54,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37275352,-71.09327914
5161785,CAMBRIDGE,10/09/2022,Property damage only (none injured),Open,21:12:00,2022,No Apparent Injury (O),1,Local police,NA,35-44,09:00PM to 09:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Angle,Dry,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39016621,-71.14199685
5161787,CAMBRIDGE,09/26/2022,Non-fatal injury,Open,14:16:00,2022,Suspected Minor Injury (B),1,Local police,NA,65-74,02:00PM to 02:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Unknown,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.3673351,-71.0930416
5161800,CAMBRIDGE,09/16/2022,Non-fatal injury,Open,19:11:00,2022,Suspected Minor Injury (B),1,Local police,NA,55-64,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37378933,-71.10122754
5165080,CAMBRIDGE,10/16/2022,Non-fatal injury,Open,17:54:00,2022,Suspected Minor Injury (B),1,Local police,NA,65-74,05:00PM to 05:59PM,Collision with motor vehicle in traffic,Daylight,Head-on,Dry,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36397903,-71.10570226
5165081,CAMBRIDGE,10/13/2022,Property damage only (none injured),Open,12:39:00,2022,No Apparent Injury (O),1,Local police,NA,25-34,12:00PM to 12:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Rear-end,Dry,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36000983,-71.08763337
5165088,CAMBRIDGE,10/12/2022,Non-fatal injury,Open,10:54:00,2022,Suspected Minor Injury (B),1,Local police,NA,55-64,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.3611191,-71.09297142
5165090,CAMBRIDGE,10/14/2022,Property damage only (none injured),Open,20:41:00,2022,No Apparent Injury (O),1,Local police,NA,21-24,08:00PM to 08:59PM,Collision with pedestrian,Dusk,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.37164172,-71.08479003
5165093,CAMBRIDGE,10/12/2022,Non-fatal injury,Open,19:10:00,2022,Suspected Serious Injury (A),1,Local police,NA,75-84,07:00PM to 07:59PM,Collision with pedestrian,Dusk,Angle,Dry,0,Clear,"Yes, hit and run",V1:(Collision with pedestrian),25,42.38908064,-71.1455872
5165096,CAMBRIDGE,10/14/2022,Non-fatal injury,Open,08:59:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,08:00AM to 08:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Wet,0,Rain,No hit and run,V1:(Collision with pedestrian),25,42.36659083,-71.08818793
5165105,CAMBRIDGE,10/18/2022,Non-fatal injury,Open,16:19:00,2022,Suspected Minor Injury (B),1,Local police,NA,>84,04:00PM to 04:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,NA,NA
5165115,CAMBRIDGE,10/17/2022,Non-fatal injury,Open,09:32:00,2022,Suspected Minor Injury (B),1,Local police,NA,45-54,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36442272,-71.08859298
5165116,CAMBRIDGE,10/13/2022,Property damage only (none injured),Open,23:09:00,2022,No Apparent Injury (O),1,Local police,NA,NA,11:00PM to 11:59PM,Collision with pedestrian,Dark - roadway not lighted,Angle,Wet,0,Rain,"Yes, hit and run",V1:(Collision with pedestrian),25,42.37291252,-71.09448791
5168154,CAMBRIDGE,10/20/2022,Non-fatal injury,Open,21:10:00,2022,Possible Injury (C),1,State police,H,25-34,09:00PM to 09:59PM,Collision with pedestrian,Dark - lighted roadway,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),35,42.36149484,-71.11594036
5169114,CAMBRIDGE,10/21/2022,Non-fatal injury,Open,08:48:00,2022,Possible Injury (C),1,Local police,NA,35-44,08:00AM to 08:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, opposite direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.38204465,-71.12669977
5169117,CAMBRIDGE,10/25/2022,Non-fatal injury,Open,14:46:00,2022,Suspected Minor Injury (B),1,Local police,NA,NA,02:00PM to 02:59PM,Collision with pedestrian,Dawn,Angle,Wet,0,"Rain/Fog, smog, smoke",No hit and run,V1:(Collision with pedestrian),25,42.35818886,-71.09308917
5169130,CAMBRIDGE,10/21/2022,Non-fatal injury,Open,16:05:00,2022,Suspected Minor Injury (B),1,Local police,NA,NA,04:00PM to 04:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Head-on,Dry,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37211933,-71.08849057
5169151,CAMBRIDGE,10/21/2022,Property damage only (none injured),Open,13:18:00,2022,No Apparent Injury (O),1,Local police,NA,45-54,01:00PM to 01:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.37205342,-71.12028252
5169153,CAMBRIDGE,10/27/2022,Non-fatal injury,Open,20:09:00,2022,Suspected Minor Injury (B),1,Local police,NA,55-64,08:00PM to 08:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear/Clear,No hit and run,V1:(Collision with pedestrian),25,42.3601663,-71.09485242
5169154,CAMBRIDGE,10/20/2022,Non-fatal injury,Open,11:48:00,2022,Possible Injury (C),1,Local police,NA,35-44,11:00AM to 11:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.3601663,-71.09485242
5169158,CAMBRIDGE,10/26/2022,Non-fatal injury,Open,09:22:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Wet,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.40027534,-71.13464789
5169159,CAMBRIDGE,10/26/2022,Non-fatal injury,Open,17:17:00,2022,Suspected Minor Injury (B),1,Local police,NA,55-64,05:00PM to 05:59PM,Collision with other movable object,Dusk,Single vehicle crash,Wet,0,Rain/Cloudy,No hit and run,V1:(Collision with pedestrian),25,42.38204465,-71.12669977
5169163,CAMBRIDGE,10/24/2022,Non-fatal injury,Open,20:50:00,2022,Suspected Minor Injury (B),1,Local police,NA,35-44,08:00PM to 08:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Single vehicle crash,Wet,0,Rain,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.37487068,-71.15131353
5171772,CAMBRIDGE,10/30/2022,Property damage only (none injured),Open,02:32:00,2022,No Apparent Injury (O),1,State police,H,35-44,02:00AM to 02:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.35736869,-71.09268025
5174595,CAMBRIDGE,11/06/2022,Non-fatal injury,Open,15:51:00,2022,Suspected Minor Injury (B),1,Local police,NA,35-44,03:00PM to 03:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39016621,-71.14199685
5174652,CAMBRIDGE,11/07/2022,Non-fatal injury,Open,08:41:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,08:00AM to 08:59AM,Collision with pedestrian,Daylight,Angle,Wet,0,Clear,No hit and run,V1:(Collision with pedestrian),15,42.37247496,-71.09120569
5174653,CAMBRIDGE,11/08/2022,Property damage only (none injured),Open,18:36:00,2022,No Apparent Injury (O),1,Local police,NA,45-54,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,Single vehicle crash,Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.37207688,-71.08810036
5174657,CAMBRIDGE,10/29/2022,Non-fatal injury,Open,20:45:00,2022,Possible Injury (C),1,Local police,NA,25-34,08:00PM to 08:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Head-on,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37149491,-71.09811169
5174663,CAMBRIDGE,11/07/2022,Non-fatal injury,Open,18:03:00,2022,Suspected Minor Injury (B),1,Local police,NA,75-84,06:00PM to 06:59PM,Collision with pedestrian,Dusk,Single vehicle crash,Dry,0,Clear/Other,No hit and run,V1:(Collision with pedestrian),25,42.37181873,-71.08612915
5174666,CAMBRIDGE,10/31/2022,Non-fatal injury,Open,09:11:00,2022,Suspected Minor Injury (B),1,Local police,NA,NA,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear/Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37211933,-71.08849057
5174679,CAMBRIDGE,10/31/2022,Non-fatal injury,Open,19:25:00,2022,Suspected Minor Injury (B),1,Local police,NA,75-84,07:00PM to 07:59PM,Collision with pedestrian,Daylight,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.36321046,-71.0967041
5174683,CAMBRIDGE,11/09/2022,Non-fatal injury,Open,09:50:00,2022,Suspected Minor Injury (B),1,Local police,NA,55-64,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37525435,-71.12184897
5175047,CAMBRIDGE,11/04/2022,Non-fatal injury,Open,15:30:00,2022,Suspected Minor Injury (B),1,State police,H,25-34,03:00PM to 03:59PM,Collision with pedestrian,Daylight,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,NA,NA
5182370,CAMBRIDGE,11/27/2022,Property damage only (none injured),Open,18:22:00,2022,No Apparent Injury (O),1,Local police,NA,35-44,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Single vehicle crash,Wet,0,Rain/Unknown,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37149491,-71.09811169
5182375,CAMBRIDGE,11/23/2022,Non-fatal injury,Open,12:15:00,2022,Possible Injury (C),1,Local police,NA,35-44,12:00PM to 12:59PM,Collision with pedestrian,Daylight,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),20,42.37225123,-71.11933108
5182376,CAMBRIDGE,11/11/2022,Non-fatal injury,Open,12:03:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,12:00PM to 12:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.3749681,-71.14801438
5182392,CAMBRIDGE,11/29/2022,Non-fatal injury,Open,11:17:00,2022,Suspected Minor Injury (B),1,Local police,NA,45-54,11:00AM to 11:59AM,Collision with pedestrian,Daylight,Angle,Dry,0,Cloudy,No hit and run,V1:(Collision with pedestrian),20,42.36083644,-71.09600214
5182404,CAMBRIDGE,11/27/2022,Non-fatal injury,Open,19:32:00,2022,Possible Injury (C),1,Local police,NA,35-44,07:00PM to 07:59PM,Collision with pedestrian,Dark - roadway not lighted,"Sideswipe, same direction",Wet,0,Rain/Rain,No hit and run,V1:(Collision with pedestrian),20,42.36218953,-71.08315711
5182413,CAMBRIDGE,11/11/2022,Non-fatal injury,Open,05:10:00,2022,Suspected Minor Injury (B),1,Local police,NA,NA,05:00AM to 05:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Unknown,Unknown,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39452658,-71.12707604
5182415,CAMBRIDGE,11/18/2022,Non-fatal injury,Open,10:37:00,2022,Suspected Minor Injury (B),1,Local police,NA,45-54,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.39000439,-71.12071245
5182419,CAMBRIDGE,11/28/2022,Non-fatal injury,Open,12:13:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,12:00PM to 12:59PM,Collision with pedestrian,Daylight,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.36298111,-71.09361147
5182422,CAMBRIDGE,11/11/2022,Non-fatal injury,Open,01:10:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,01:00AM to 01:59AM,Collision with pedestrian,Dark - lighted roadway,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),20,42.3601663,-71.09485242
5182424,CAMBRIDGE,11/11/2022,Non-fatal injury,Open,20:44:00,2022,Suspected Minor Injury (B),2,Local police,NA,45-54,08:00PM to 08:59PM,Collision with parked motor vehicle,Dark - lighted roadway,Rear-end,Wet,0,Rain/Cloudy,No hit and run,"V2:(Collision with parked motor vehicle) / V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.38109863,-71.11987177
5182426,CAMBRIDGE,11/22/2022,Non-fatal injury,Open,16:00:00,2022,Possible Injury (C),1,Local police,NA,25-34,04:00PM to 04:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39525354,-71.12773389
5185929,CAMBRIDGE,12/05/2022,Non-fatal injury,Open,15:53:00,2022,Suspected Serious Injury (A),1,Local police,NA,55-64,03:00PM to 03:59PM,Collision with pedestrian,Dark - lighted roadway,Head-on,Wet,0,Rain/Rain,"Yes, hit and run",V1:(Collision with pedestrian),25,NA,NA
5185933,CAMBRIDGE,12/01/2022,Property damage only (none injured),Open,14:05:00,2022,No Apparent Injury (O),1,Local police,NA,45-54,02:00PM to 02:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37738137,-71.11062857
